单价(元),数量(个),消费城市级别,支付方式,优惠方式,优惠金额(元),实际支付(元),库存剩余(件),商品评分,是否复购,客户年龄段,商品类别,包装规格(g),是否节假日,是否用餐高峰
48.11,9,1,0,4,2,430.99,3214,30,1,2,3,600.0,0,0
23.07,4,1,0,0,0,92.28,8583,37,1,3,2,200.0,1,0
45.05,6,1,4,4,5,265.3,4716,39,1,3,0,800.0,0,0
14.1,6,1,4,0,0,84.6,7556,50,1,1,3,1000.0,0,0
37.08,3,1,0,3,34,77.24,60,32,0,1,3,800.0,0,0
36.95,3,1,4,4,4,106.85,8327,42,1,0,1,1000.0,1,0
17.17,0,3,2,0,0,0.0,87,40,1,0,3,800.0,1,0
37.76,0,3,2,2,0,0.0,72,32,0,3,3,200.0,0,1
30.6,9,3,3,5,3,272.4,6017,43,1,1,3,200.0,1,1
13.34,2,1,0,3,6,20.68,4971,48,0,0,1,500.0,0,0
10.77,10,1,1,4,2,105.7,4925,47,1,0,3,800.0,1,0
16.63,9,1,1,1,3,146.67,8261,33,0,3,3,1000.0,0,0
18.89,8,0,2,1,7,144.12,87,40,1,3,3,800.0,1,0
12.31,5,3,1,1,0,61.55,2772,39,0,4,2,200.0,0,1
32.28,7,2,1,0,0,225.96,80,42,0,0,3,800.0,0,1
30.0,6,3,0,3,4,176.0,5662,10,0,1,1,1000.0,1,1
44.82,4,3,4,0,0,179.28,5853,30,1,3,1,200.0,0,1
35.26,4,3,3,1,34,107.04,9,17,0,0,3,300.0,0,1
23.49,8,1,4,5,2,185.92,1943,14,0,3,0,200.0,1,1
25.67,10,0,0,3,1,255.7,1310,36,1,3,3,200.0,0,0
45.83,1,1,3,0,0,45.83,6,35,0,1,0,500.0,1,0
26.77,6,2,1,5,11,149.62,4543,17,0,3,3,800.0,0,1
12.76,5,1,3,0,0,63.8,9,17,0,1,3,300.0,0,1
37.55,2,1,3,2,6,69.1,4528,50,1,2,0,500.0,1,0
20.13,8,3,0,1,1,160.04,2115,33,1,0,3,200.0,0,1
43.44,9,3,0,5,6,384.96,9802,15,0,3,3,1000.0,0,1
42.86,10,3,3,1,22,406.6,23,31,1,0,2,800.0,1,0
43.73,8,0,2,1,9,340.84,7981,31,0,0,1,1000.0,0,0
23.35,3,2,4,1,2,68.05,7214,32,1,0,3,600.0,1,1
13.03,6,1,1,0,0,78.18,84,41,1,0,0,300.0,0,1
31.67,9,1,1,5,0,285.03,3262,35,0,3,0,200.0,0,0
24.9,7,0,0,5,5,169.3,7548,38,0,4,2,400.0,0,1
24.78,0,2,3,5,0,0.0,2561,38,0,1,3,400.0,1,0
18.71,7,0,2,1,2,128.97,1022,46,1,1,3,400.0,1,0
10.21,10,1,1,2,3,99.1,8014,34,0,0,3,500.0,0,0
12.66,5,1,3,5,1,62.3,9724,41,1,3,3,400.0,1,1
33.35,10,2,2,3,6,327.5,9869,30,1,1,3,1000.0,0,1
40.07,2,3,3,0,0,80.14,3060,43,1,1,3,500.0,0,0
30.72,5,3,3,0,0,153.6,1982,31,0,4,1,400.0,1,1
34.82,9,0,2,4,4,309.38,9241,47,1,2,3,600.0,0,0
40.35,6,0,3,0,0,242.1,5606,30,0,1,1,200.0,0,0
18.6,8,3,3,3,34,114.8,9,17,0,0,3,300.0,0,1
17.52,4,2,3,5,0,70.08,5468,39,1,2,3,300.0,0,0
47.56,4,0,4,3,9,181.24,8327,42,1,2,1,1000.0,1,0
37.79,2,1,4,4,4,71.58,5119,33,0,2,3,600.0,0,0
33.81,7,2,2,5,3,233.67,9000,31,1,1,3,1000.0,0,1
36.48,1,1,3,0,0,36.48,23,31,1,1,2,800.0,1,0
17.51,0,1,3,0,0,0.0,5468,39,1,3,3,300.0,0,0
37.96,1,0,2,0,0,37.96,87,40,1,3,3,800.0,1,0
24.73,7,2,4,5,0,173.11,7214,32,0,2,3,600.0,1,1
19.74,4,3,3,0,0,78.96,8241,13,0,0,3,300.0,1,0
22.92,4,1,3,4,0,91.68,2800,39,0,2,3,400.0,0,0
45.92,0,0,4,1,0,0.0,7556,50,1,2,3,1000.0,0,0
23.01,3,2,0,0,0,69.03,60,32,0,1,3,800.0,0,0
46.04,5,3,2,0,0,230.2,3990,35,0,2,1,300.0,0,1
42.27,6,1,3,5,6,247.62,4542,41,1,1,0,200.0,1,1
49.91,0,0,4,5,0,0.0,22,32,1,3,2,600.0,1,0
24.42,0,1,1,0,0,0.0,5962,34,0,0,1,200.0,1,1
22.51,9,3,3,0,0,202.59,4528,50,1,3,0,500.0,1,0
36.17,3,1,3,0,0,108.51,23,31,1,1,2,800.0,1,0
19.28,5,3,4,2,3,93.4,4716,39,1,0,0,800.0,0,0
40.49,5,1,0,5,54,148.45,25,43,1,2,3,500.0,0,0
19.16,1,2,1,0,0,19.16,4789,34,1,0,3,300.0,1,1
33.87,2,1,3,3,5,62.74,6088,44,0,3,1,400.0,0,0
35.98,0,1,3,5,0,0.0,3290,32,1,0,3,300.0,0,0
42.18,0,1,1,3,0,0.0,9911,36,1,3,3,400.0,0,1
38.6,0,1,4,3,0,0.0,2680,37,1,1,1,1000.0,0,0
12.13,2,2,4,3,1,23.26,7556,50,1,1,3,1000.0,0,0
47.67,6,1,3,1,40,246.02,9,17,0,1,3,300.0,0,1
37.64,5,0,1,0,0,188.2,2885,40,1,1,3,300.0,0,1
35.95,2,1,0,5,18,53.9,84,38,0,3,3,800.0,1,0
16.25,9,1,1,5,2,144.25,7642,31,1,0,1,1000.0,0,0
35.44,9,1,2,4,18,300.96,87,40,1,0,3,800.0,1,0
43.49,7,3,3,5,4,300.43,2546,32,1,1,3,800.0,0,1
41.16,2,2,4,3,5,77.32,5475,30,1,0,3,500.0,0,0
37.99,7,1,4,5,3,262.93,8759,34,0,3,3,500.0,0,1
43.53,9,0,4,0,0,391.77,7556,50,1,0,3,1000.0,0,0
26.08,2,3,3,4,5,47.16,8057,48,1,0,3,400.0,0,1
16.15,0,0,3,1,0,0.0,37,38,1,3,3,800.0,0,1
32.9,3,0,3,4,0,98.7,3673,43,1,3,3,200.0,0,1
12.08,7,1,3,3,2,82.56,6017,43,0,2,3,200.0,1,1
39.5,5,1,3,4,11,186.5,2249,43,1,2,3,1000.0,0,0
34.91,2,2,0,4,19,50.82,1541,25,1,0,1,200.0,0,1
43.9,1,1,0,2,3,40.9,9802,15,0,0,3,1000.0,0,1
15.89,6,0,3,3,3,92.34,6017,43,1,2,3,200.0,1,1
20.26,2,3,3,3,2,38.52,8057,48,1,2,3,400.0,0,1
24.21,4,3,3,5,19,77.84,55,24,1,1,3,200.0,0,0
36.96,2,0,3,0,0,73.92,2561,38,1,4,3,400.0,1,0
12.5,8,0,4,2,6,94.0,77,45,1,2,1,400.0,1,0
13.29,3,1,1,2,2,37.87,51,33,0,0,0,400.0,0,0
44.49,8,1,1,4,76,279.92,14,42,1,0,3,200.0,0,1
43.6,0,3,1,5,0,0.0,5548,44,1,1,3,1000.0,0,1
24.46,7,3,3,3,7,164.22,61,47,0,1,2,400.0,0,1
33.17,10,3,1,0,0,331.7,42,35,0,1,2,500.0,1,1
35.79,3,1,0,0,0,107.37,2982,30,1,0,3,400.0,1,0
24.89,2,1,0,2,1,48.78,3097,38,1,0,1,400.0,0,0
21.15,2,0,3,5,15,27.3,27,30,1,0,3,1000.0,1,0
17.31,0,0,1,5,0,0.0,3808,37,0,0,3,300.0,0,0
41.91,6,3,3,5,11,240.46,7,34,1,1,2,1000.0,1,1
43.8,4,0,3,5,11,164.2,1501,41,1,1,3,1000.0,0,0
41.84,10,3,4,5,0,418.4,6916,43,1,1,3,1000.0,0,0
17.0,4,1,3,3,0,68.0,3145,44,1,2,1,500.0,0,0
24.05,0,0,2,3,0,0.0,8987,30,0,1,2,300.0,0,0
29.45,5,2,4,0,0,147.25,48,48,1,0,3,1000.0,0,1
19.53,2,2,1,4,4,35.06,5305,39,1,1,3,500.0,1,0
28.72,6,3,0,1,4,168.32,7985,39,0,3,3,500.0,0,1
29.49,3,3,3,5,42,46.47,20,48,1,1,3,300.0,1,1
16.83,7,1,2,4,4,113.81,7981,31,0,0,1,1000.0,0,0
11.22,5,0,3,4,9,47.1,27,30,0,3,3,1000.0,1,0
34.61,1,3,0,1,4,30.61,6367,47,1,0,3,800.0,0,1
12.01,6,1,4,4,3,69.06,1789,41,1,0,3,1000.0,1,1
32.05,1,0,4,4,9,23.05,4018,32,0,3,3,200.0,0,1
43.57,5,0,2,1,4,213.85,8090,43,1,0,1,500.0,0,0
27.96,5,1,2,5,10,129.8,7663,39,1,3,3,500.0,0,1
14.46,4,1,3,0,0,57.84,9,17,0,1,3,300.0,0,1
16.94,8,0,4,3,3,132.52,1379,38,0,2,3,1000.0,0,1
42.06,5,0,1,1,11,199.3,6843,32,0,3,3,800.0,0,1
10.77,0,1,4,5,0,0.0,2897,43,1,1,3,500.0,1,0
43.07,3,1,3,0,0,129.21,3727,38,1,3,3,800.0,0,0
41.01,2,1,3,1,6,76.02,6295,49,1,0,2,500.0,0,1
47.33,3,0,3,4,2,139.99,4646,14,1,3,3,1000.0,0,0
34.46,10,2,4,2,20,324.6,4242,46,1,2,2,400.0,0,1
34.91,5,0,2,5,1,173.55,8987,30,0,1,2,300.0,0,0
23.6,10,1,0,5,3,233.0,5955,31,0,0,1,500.0,0,1
23.74,5,1,0,5,7,111.7,8583,37,1,3,2,200.0,1,0
47.42,4,2,0,4,6,183.68,1235,37,0,1,3,800.0,1,1
33.81,8,1,3,3,4,266.48,5163,50,1,1,3,800.0,1,1
30.06,6,0,1,5,43,137.36,84,41,1,1,0,300.0,0,1
28.84,2,3,2,5,3,54.68,3938,37,1,1,1,400.0,0,1
40.05,10,3,3,0,0,400.5,8241,13,0,4,3,300.0,1,0
42.7,8,1,4,3,1,340.6,2897,43,1,2,3,500.0,1,0
36.54,3,3,4,1,22,87.62,5200,45,1,2,0,400.0,0,1
22.56,6,0,4,5,9,126.36,14,35,1,1,3,500.0,0,0
20.87,3,2,1,3,1,61.61,7792,48,0,0,3,1000.0,0,0
14.8,7,1,2,5,0,103.6,9000,31,1,0,3,1000.0,0,1
33.84,0,1,3,3,0,0.0,7079,33,1,0,3,200.0,0,1
27.35,10,3,3,5,10,263.5,8241,13,0,3,3,300.0,1,0
14.66,6,1,3,5,1,86.96,4646,14,0,1,3,1000.0,0,0
31.87,9,1,4,0,0,286.83,77,45,1,0,1,400.0,1,0
23.76,9,2,4,3,7,206.84,1379,38,0,4,3,1000.0,0,1
10.43,10,3,3,3,7,97.3,90,35,0,1,0,1000.0,0,0
33.07,3,1,4,3,14,85.21,5200,45,1,1,0,400.0,0,1
18.59,8,1,2,5,1,147.72,4608,31,0,3,3,800.0,1,1
33.79,1,3,3,5,33,0.79,20,48,1,1,3,300.0,1,1
49.34,0,1,4,4,0,0.0,8759,34,0,0,3,500.0,0,1
20.39,1,3,4,0,0,20.39,2333,36,0,0,3,800.0,0,0
48.79,5,0,0,4,12,231.95,20,46,1,1,3,400.0,0,0
12.01,9,1,3,3,4,104.09,55,24,1,1,3,200.0,0,0
28.32,5,0,2,1,0,141.6,33,13,0,4,1,500.0,0,0
19.06,5,1,1,5,11,84.3,8,31,1,1,3,500.0,0,0
20.11,1,0,1,2,20,0.11,14,42,1,1,3,200.0,0,1
42.83,7,1,4,4,6,293.81,8759,34,0,0,3,500.0,0,1
29.09,10,1,3,1,2,288.9,1501,41,1,3,3,1000.0,0,0
18.36,10,0,4,3,2,181.6,7214,32,0,0,3,600.0,1,1
43.64,2,1,0,0,0,87.28,1402,30,1,0,3,600.0,0,0
31.26,5,0,1,5,4,152.3,72,36,0,1,0,200.0,0,0
11.31,5,2,1,0,0,56.55,48,39,1,1,3,500.0,0,1
14.65,10,1,0,5,5,141.5,6507,31,1,0,1,500.0,0,0
36.47,1,3,2,3,4,32.47,6237,40,1,0,3,800.0,0,1
32.03,9,3,4,0,0,288.27,3942,32,1,1,3,1000.0,1,1
26.13,7,1,3,5,14,168.91,55,24,1,4,3,200.0,0,0
24.94,6,0,0,3,14,135.64,60,32,1,1,3,800.0,0,0
24.2,3,2,2,4,3,69.6,4608,31,0,1,3,800.0,1,1
37.03,1,3,0,1,6,31.03,3945,32,0,3,3,1000.0,1,0
43.09,3,1,0,4,76,53.27,20,46,1,2,3,400.0,0,0
26.77,9,0,4,5,1,239.93,4242,46,1,1,2,400.0,0,1
16.73,10,2,2,5,3,164.3,6237,40,1,2,3,800.0,0,1
45.17,4,1,0,4,3,177.68,9441,22,0,3,1,600.0,0,1
30.1,7,0,3,4,9,201.7,6799,39,0,0,2,1000.0,0,0
18.82,7,1,3,2,1,130.74,2633,20,1,0,1,200.0,0,0
35.19,8,1,4,5,3,278.52,9445,42,1,3,3,800.0,0,1
26.13,2,0,4,3,29,23.26,77,45,1,1,1,400.0,1,0
40.1,9,1,1,2,12,348.9,3262,35,0,1,0,200.0,0,0
43.79,0,1,4,3,0,0.0,9445,42,1,0,3,800.0,0,1
27.25,8,0,2,0,0,218.0,72,48,1,0,3,1000.0,1,0
20.05,2,1,3,1,10,30.1,3673,43,1,3,3,200.0,0,1
20.88,10,3,2,0,0,208.8,7981,31,0,3,1,1000.0,0,0
10.26,9,0,4,0,0,92.34,77,45,1,0,1,400.0,1,0
25.81,3,3,0,3,35,42.43,60,32,0,2,3,800.0,0,0
11.03,9,1,1,0,0,99.27,84,41,1,0,0,300.0,0,1
14.82,9,0,0,5,18,115.38,64,45,1,2,3,800.0,0,0
34.91,8,2,3,3,1,278.28,4032,41,1,3,0,800.0,0,1
25.72,4,1,4,3,1,101.88,8759,34,0,0,3,500.0,0,1
43.4,2,3,4,3,52,34.8,77,45,1,3,1,400.0,1,0
15.42,6,1,0,1,12,80.52,25,39,1,3,3,800.0,1,1
33.53,6,0,1,3,15,186.18,6375,37,0,3,3,600.0,0,0
25.91,8,3,0,0,0,207.28,7985,39,0,0,3,500.0,0,1
31.77,3,1,1,3,35,60.31,14,42,0,0,3,200.0,0,1
21.01,9,3,1,5,23,166.09,42,35,0,2,2,500.0,1,1
24.99,2,3,3,5,3,46.98,6017,43,0,0,3,200.0,1,1
31.99,7,1,2,5,2,221.93,8987,30,0,2,2,300.0,0,0
42.23,1,1,3,4,14,28.23,9165,37,1,0,1,200.0,0,1
28.0,1,1,1,0,0,28.0,3262,35,0,0,0,200.0,0,0
44.83,0,3,0,5,0,0.0,30,10,0,3,1,300.0,0,0
40.1,7,1,3,3,15,265.7,79,40,1,3,3,300.0,0,1
23.38,4,1,3,4,13,80.52,5323,24,0,1,1,600.0,0,1
31.2,8,3,4,5,2,247.6,5119,33,1,1,3,600.0,0,0
40.41,4,1,3,3,5,156.64,5468,39,1,4,3,300.0,0,0
16.16,8,2,1,1,5,124.28,6757,36,1,3,1,600.0,0,1
15.97,9,0,1,3,23,120.73,84,41,1,1,0,300.0,0,1
36.9,1,1,3,0,0,36.9,6017,43,1,0,3,200.0,1,1
43.04,4,1,3,2,19,153.16,20,48,0,1,3,300.0,1,1
42.97,10,1,4,3,3,426.7,2935,48,1,0,0,300.0,1,0
16.25,8,1,3,5,1,129.0,20,48,1,4,3,300.0,1,1
13.25,7,1,4,4,2,90.75,2680,37,1,0,1,1000.0,0,0
49.7,5,1,3,0,0,248.5,9,17,0,0,3,300.0,0,1
49.54,5,3,2,5,8,239.7,8090,43,1,1,1,500.0,0,0
49.09,4,1,4,2,9,187.36,7085,44,1,3,1,200.0,0,1
36.38,0,0,1,5,0,0.0,3808,37,0,1,3,300.0,0,0
32.57,10,1,3,5,1,324.7,3392,43,1,2,3,500.0,1,0
42.74,4,0,3,2,4,166.96,4646,14,1,1,3,1000.0,0,0
45.6,5,1,0,5,33,195.0,84,38,0,3,3,800.0,1,0
33.77,0,0,3,0,0,0.0,9,17,0,0,3,300.0,0,1
37.3,9,1,4,3,2,333.7,8170,48,1,3,3,1000.0,0,0
33.01,6,1,3,3,4,194.06,6088,44,1,3,1,400.0,0,0
21.04,0,2,3,3,0,0.0,6088,44,0,1,1,400.0,0,0
39.88,5,3,2,0,0,199.4,33,13,0,1,1,500.0,0,0
18.75,3,3,3,1,1,55.25,3727,38,1,0,3,800.0,0,0
15.24,4,1,0,1,21,39.96,84,38,0,0,3,800.0,1,0
34.24,2,3,4,0,0,68.48,48,48,1,2,3,1000.0,0,1
43.98,0,1,2,2,0,0.0,36,49,1,1,1,400.0,0,0
28.61,3,0,3,1,4,81.83,6295,49,0,1,2,500.0,0,1
13.26,1,3,3,5,3,10.26,4646,14,0,1,3,1000.0,0,0
20.34,0,3,1,2,0,0.0,3262,35,0,0,0,200.0,0,0
35.26,10,3,4,3,5,347.6,2333,36,0,3,3,800.0,0,0
21.84,9,3,4,5,10,186.56,8327,42,1,3,1,1000.0,1,0
26.26,2,1,1,1,2,50.52,12,33,0,1,1,400.0,0,1
37.91,5,3,4,5,15,174.55,7556,50,1,1,3,1000.0,0,0
10.04,8,1,2,3,1,79.32,8090,43,1,0,1,500.0,0,0
15.38,7,2,3,3,2,105.66,9724,41,1,1,3,400.0,1,1
10.0,0,2,3,2,0,0.0,1982,31,0,3,1,400.0,1,1
20.18,10,1,3,4,3,198.8,9724,41,1,0,3,400.0,1,1
17.08,5,3,0,0,0,85.4,1437,50,1,2,3,200.0,0,1
27.76,10,1,3,3,4,273.6,2561,38,0,0,3,400.0,1,0
49.82,3,3,2,5,44,105.46,72,48,0,1,3,1000.0,1,0
23.08,5,1,0,5,1,114.4,6507,31,1,3,1,500.0,0,0
15.13,7,2,0,5,3,102.91,3097,38,0,2,1,400.0,0,0
40.14,8,1,2,0,0,321.12,3938,37,1,0,1,400.0,0,1
30.0,9,1,0,5,3,267.0,3706,40,1,0,3,400.0,0,0
27.72,4,3,2,0,0,110.88,7981,31,0,2,1,1000.0,0,0
44.0,4,2,0,5,8,168.0,2374,47,1,1,1,400.0,0,0
48.54,3,1,0,5,16,129.62,2374,47,1,0,1,400.0,0,0
13.44,6,1,0,4,5,75.64,2374,47,1,0,1,400.0,0,0
12.28,10,1,0,5,0,122.8,2374,47,1,2,1,400.0,0,0
14.22,2,3,3,4,0,28.44,2263,46,1,1,0,1000.0,0,0
33.42,9,2,3,5,19,281.78,2263,46,1,0,0,1000.0,0,0
31.77,1,1,0,0,0,31.77,6739,10,0,0,3,300.0,0,1
19.35,8,1,0,4,10,144.8,1759,17,0,2,1,300.0,0,0
42.8,1,1,0,0,0,42.8,6739,10,0,0,3,300.0,0,1
11.66,7,1,0,1,1,80.62,1759,17,1,0,1,300.0,0,0
45.92,6,1,0,4,12,263.52,1759,17,0,0,1,300.0,0,0
24.34,3,3,0,5,3,70.02,1759,17,0,0,1,300.0,0,0
12.28,1,1,0,1,5,7.28,2374,47,1,3,1,400.0,0,0
26.49,5,1,1,0,0,132.45,4284,33,0,1,3,200.0,0,0
47.39,8,0,4,5,6,373.12,5,37,0,1,3,1000.0,0,1
30.24,9,1,0,5,10,262.16,6739,10,0,3,3,300.0,0,1
16.48,8,0,0,5,5,126.84,2374,47,1,3,1,400.0,0,0
28.07,10,2,0,5,11,269.7,2374,47,1,1,1,400.0,0,0
24.19,5,3,0,3,1,119.95,2374,47,1,2,1,400.0,0,0
26.03,2,3,0,0,0,52.06,1759,17,0,1,1,300.0,0,0
25.49,5,1,1,0,0,127.45,7081,38,0,0,3,400.0,1,1
42.55,0,1,4,5,0,0.0,4094,34,1,4,3,400.0,1,1
33.27,0,1,0,5,0,0.0,7950,43,0,3,3,800.0,0,0
39.37,5,1,0,0,0,196.85,6210,38,0,0,3,400.0,1,0
18.35,0,3,2,0,0,0.0,1803,31,1,2,2,300.0,1,1
23.82,2,1,3,2,4,43.64,2565,39,0,0,3,400.0,1,1
27.31,2,0,3,5,5,49.62,5267,39,1,1,3,200.0,1,1
13.22,0,1,0,1,0,0.0,8945,49,1,1,3,400.0,0,0
33.46,8,3,1,0,0,267.68,8867,44,1,2,3,200.0,0,1
35.2,7,0,0,3,1,245.4,3845,33,1,0,3,800.0,0,1
41.34,0,1,4,1,0,0.0,5897,33,1,0,3,1000.0,1,1
47.64,6,0,0,5,4,281.84,3845,33,1,3,3,800.0,0,1
14.97,3,3,4,5,2,42.91,5897,33,1,0,3,1000.0,1,1
48.84,8,1,3,2,15,375.72,8854,49,0,3,3,300.0,1,0
11.61,1,2,3,5,0,11.61,8854,49,1,2,3,300.0,1,0
26.22,7,3,4,3,9,174.54,4716,50,1,0,3,300.0,1,0
33.23,1,0,4,5,2,31.23,4716,50,1,1,3,300.0,1,0
10.88,6,0,1,3,3,62.28,8867,44,1,1,3,200.0,0,1
13.45,1,3,0,5,2,11.45,8945,49,1,0,3,400.0,0,0
15.29,3,1,4,3,1,44.87,7976,37,0,3,1,300.0,0,1
12.18,9,1,3,3,5,104.62,9326,33,0,4,3,1000.0,0,0
42.82,2,3,3,2,2,83.64,9326,33,1,0,3,1000.0,0,0
48.32,4,0,3,3,7,186.28,9326,33,0,0,3,1000.0,0,0
31.64,8,0,4,3,1,252.12,5897,33,1,1,3,1000.0,1,1
34.2,1,2,3,2,6,28.2,8854,49,1,0,3,300.0,1,0
35.03,10,0,4,1,5,345.3,4716,50,1,1,3,300.0,1,0
40.55,10,1,4,3,11,394.5,4716,50,1,3,3,300.0,1,0
30.94,5,1,1,1,16,138.7,8867,44,1,3,3,200.0,0,1
19.07,9,1,4,2,0,171.63,5897,33,1,3,3,1000.0,1,1
16.53,10,0,4,2,6,159.3,7976,37,0,3,1,300.0,0,1
18.09,1,1,3,4,6,12.09,9326,33,1,0,3,1000.0,0,0
30.47,9,3,3,4,11,263.23,8854,49,0,0,3,300.0,1,0
29.33,8,0,0,5,5,229.64,3845,33,1,2,3,800.0,0,1
43.57,5,0,1,1,18,199.85,8867,44,1,2,3,200.0,0,1
15.81,6,1,3,1,2,92.86,5267,39,1,3,3,200.0,1,1
12.85,7,0,0,0,0,89.95,2265,42,1,3,1,500.0,0,0
17.41,5,3,0,0,0,87.05,3726,20,1,1,3,500.0,1,1
14.93,3,3,4,5,0,44.79,5727,31,1,3,1,200.0,0,1
30.74,2,0,4,1,3,58.48,8782,43,0,0,3,1000.0,0,0
36.82,4,1,1,5,4,143.28,3727,43,1,0,3,400.0,0,0
26.43,3,0,3,5,10,69.29,8297,36,1,0,1,1000.0,0,1
41.9,8,1,0,3,1,334.2,6726,34,1,1,3,400.0,0,1
46.9,6,1,0,5,8,273.4,7087,36,0,3,1,1000.0,1,0
24.0,5,1,0,3,3,117.0,7087,36,1,3,1,1000.0,1,0
49.7,9,3,0,5,7,440.3,2735,31,1,1,3,1000.0,0,1
19.63,6,0,3,3,3,114.78,7037,30,1,2,1,400.0,0,0
26.39,5,2,2,3,6,125.95,2643,40,1,0,0,200.0,0,0
26.8,0,1,2,2,0,0.0,8989,32,0,3,2,300.0,1,1
33.13,6,1,3,3,8,190.78,33,44,1,0,3,300.0,0,0
43.3,7,1,1,3,12,291.1,7995,40,0,0,1,200.0,1,0
12.38,4,0,0,3,1,48.52,8497,38,1,1,2,400.0,1,1
25.84,9,2,4,2,5,227.56,7388,40,1,3,3,300.0,0,1
45.18,1,1,3,1,2,43.18,6359,38,0,0,1,500.0,1,0
26.76,7,1,3,2,2,185.32,6721,49,0,3,3,300.0,0,0
21.53,6,2,0,5,0,129.18,4062,39,0,1,3,300.0,1,1
29.85,9,0,0,5,0,268.65,4062,39,0,2,3,300.0,1,1
10.96,6,1,3,5,5,60.76,88,41,0,0,1,300.0,0,1
32.02,0,1,0,3,0,0.0,8076,19,0,3,3,800.0,0,0
30.86,8,3,4,5,9,237.88,6610,48,1,1,3,500.0,0,0
33.08,9,3,3,5,37,260.72,88,41,0,0,1,300.0,0,1
32.21,8,2,1,3,15,242.68,7995,40,0,2,1,200.0,1,0
33.52,6,3,0,4,1,200.12,8497,38,1,1,2,400.0,1,1
34.62,2,1,4,5,5,64.24,7388,40,1,1,3,300.0,0,1
41.95,5,0,0,4,11,198.75,2374,47,1,3,1,400.0,0,0
16.15,7,3,3,5,2,111.05,6359,38,0,0,1,500.0,1,0
28.34,3,1,0,3,1,84.02,7087,36,1,1,1,1000.0,1,0
49.88,5,3,0,3,1,248.4,1759,17,0,3,1,300.0,0,0
45.19,9,0,4,5,8,398.71,4716,50,1,2,3,300.0,1,0
44.36,6,2,4,5,4,262.16,8782,43,0,3,3,1000.0,0,0
37.0,10,0,0,4,14,356.0,2374,47,1,3,1,400.0,0,0
40.32,10,3,1,0,0,403.2,8867,44,1,2,3,200.0,0,1
47.38,8,0,4,0,0,379.04,4716,50,1,2,3,300.0,1,0
22.14,1,0,3,3,1,21.14,2263,46,1,0,0,1000.0,0,0
25.74,8,1,3,2,10,195.92,9326,33,1,3,3,1000.0,0,0
39.17,4,1,4,0,0,156.68,5727,31,1,1,1,200.0,0,1
35.81,4,3,0,3,6,137.24,6210,38,0,1,3,400.0,1,0
19.29,10,2,4,5,8,184.9,7976,37,0,4,1,300.0,0,1
40.05,2,0,4,3,18,62.1,4094,34,1,0,3,400.0,1,1
45.88,4,1,0,0,0,183.52,8497,38,1,0,2,400.0,1,1
14.8,9,1,0,1,8,125.2,1759,17,0,2,1,300.0,0,0
15.49,5,0,0,5,4,73.45,8945,49,1,1,3,400.0,0,0
48.1,8,2,1,3,5,379.8,7995,40,0,1,1,200.0,1,0
36.49,5,0,2,4,9,173.45,1803,31,1,0,2,300.0,1,1
15.27,3,1,0,5,2,43.81,7087,36,0,0,1,1000.0,1,0
16.75,3,1,1,5,5,45.25,8867,44,1,0,3,200.0,0,1
25.34,3,1,4,5,7,69.02,7388,40,1,3,3,300.0,0,1
16.73,9,0,3,5,20,130.57,33,44,1,1,3,300.0,0,0
31.96,3,3,3,3,4,91.88,2565,39,0,3,3,400.0,1,1
38.38,2,1,3,2,25,51.76,88,41,0,0,1,300.0,0,1
43.55,7,1,2,0,0,304.85,8989,32,0,3,2,300.0,1,1
37.88,5,1,0,2,6,183.4,6739,10,0,1,3,300.0,0,1
26.31,7,0,3,3,2,182.17,8854,49,0,0,3,300.0,1,0
35.26,1,1,0,0,0,35.26,3845,33,1,0,3,800.0,0,1
10.43,10,3,3,0,0,104.3,7037,30,1,0,1,400.0,0,0
27.63,2,1,0,0,0,55.26,1759,17,0,1,1,300.0,0,0
15.53,4,1,0,0,0,62.12,2374,47,1,0,1,400.0,0,0
49.31,2,2,1,1,19,79.62,8867,44,1,1,3,200.0,0,1
33.81,2,3,4,2,27,40.62,5,37,0,0,3,1000.0,0,1
42.81,0,1,4,5,0,0.0,5897,33,1,1,3,1000.0,1,1
35.95,3,2,4,5,1,106.85,6610,48,1,0,3,500.0,0,0
28.32,10,0,3,2,0,283.2,6721,49,0,1,3,300.0,0,0
40.08,2,1,0,5,5,75.16,2374,47,1,2,1,400.0,0,0
30.51,2,3,3,5,7,54.02,9326,33,0,1,3,1000.0,0,0
22.83,4,0,0,2,1,90.32,8076,19,0,0,3,800.0,0,0
33.84,4,3,0,3,6,129.36,2735,31,1,1,3,1000.0,0,1
49.83,9,0,4,0,0,448.47,5897,33,1,0,3,1000.0,1,1
46.6,8,1,4,5,5,367.8,5897,33,1,3,3,1000.0,1,1
39.69,2,3,1,1,22,57.38,8867,44,1,3,3,200.0,0,1
14.77,10,1,1,4,0,147.7,4284,33,0,1,3,200.0,0,0
30.5,4,3,0,5,1,121.0,2374,47,1,1,1,400.0,0,0
12.15,5,3,3,3,2,58.75,9326,33,1,3,3,1000.0,0,0
42.1,1,2,0,4,17,25.1,2374,47,1,1,1,400.0,0,0
30.36,1,1,0,5,7,23.36,8945,49,1,3,3,400.0,0,0
44.46,7,1,0,3,4,307.22,3845,33,1,3,3,800.0,0,1
44.64,6,2,4,5,14,253.84,7976,37,0,4,1,300.0,0,1
