订单ID,用户ID,商品名称,包装规格,单价(元),数量(个),订单金额(元),下单时间,消费城市级别,支付方式,优惠方式,优惠金额(元),实际支付(元),库存剩余(件),商品评分,是否复购,客户年龄段
7933755,391358,蒜蓉西兰花,200g,43.3,7,303.1,2024/6/16 2:10,新一线,云闪付,满减,12,291.1,7995,40,0,18-24
1252882,359612,麻婆豆腐,400g,12.38,4,49.52,2024/1/21 19:55,一线,银行卡,满减,1,48.52,8497,38,1,25-34
9228642,726095,清蒸鲈鱼,300g,25.84,9,232.56,2024/1/2 6:43,二线,余额,店铺券,5,227.56,7388,40,1,45-54
8762295,873722,蒜蓉西兰花,500g,45.18,1,45.18,2024/2/10 21:35,新一线,支付宝,平台券,2,43.18,6359,38,0,18-24
5654995,461348,宫保鸡丁,300g,26.76,7,187.32,2024/12/4 15:40,新一线,支付宝,店铺券,2,185.32,6721,49,0,45-54
7293955,152393,回锅肉,300g,21.53,6,129.18,2024/8/25 6:51,二线,银行卡,会员折扣,0,129.18,4062,39,0,25-34
7293955,152393,回锅肉,300g,29.85,9,268.65,2024/8/25 6:51,一线,银行卡,会员折扣,0,268.65,4062,39,0,35-44
7190033,484266,凉拌黄瓜,300g,10.96,6,65.76,2024/5/10 13:04,新一线,支付宝,会员折扣,5,60.76,88,41,0,18-24
8715553,960394,糖醋里脊,800g,32.02,0,0,2024/9/3 14:41,新一线,银行卡,满减,0,0,8076,19,0,45-54
4951966,976063,糖醋里脊,500g,30.86,8,246.88,2024/3/5 4:27,三线,余额,会员折扣,9,237.88,6610,48,1,25-34
7190033,484266,凉拌黄瓜,300g,33.08,9,297.72,2024/5/10 13:04,三线,支付宝,会员折扣,37,260.72,88,41,0,18-24
7933755,391358,蒜蓉西兰花,200g,32.21,8,257.68,2024/6/16 2:10,二线,云闪付,满减,15,242.68,7995,40,0,35-44
1252882,359612,麻婆豆腐,400g,33.52,6,201.12,2024/1/21 19:55,三线,银行卡,秒杀,1,200.12,8497,38,1,25-34
9228642,726095,清蒸鲈鱼,300g,34.62,2,69.24,2024/1/2 6:43,新一线,余额,会员折扣,5,64.24,7388,40,1,25-34
8581360,603337,凉拌黄瓜,400g,41.95,5,209.75,2024/8/28 3:36,一线,银行卡,秒杀,11,198.75,2374,47,1,45-54
8762295,873722,蒜蓉西兰花,500g,16.15,7,113.05,2024/2/10 21:35,三线,支付宝,会员折扣,2,111.05,6359,38,0,18-24
8986271,601970,蒜蓉西兰花,1000g,28.34,3,85.02,2024/9/22 22:53,新一线,银行卡,满减,1,84.02,7087,36,1,25-34
7717045,272912,凉拌黄瓜,300g,49.88,5,249.4,2024/9/20 21:43,三线,银行卡,满减,1,248.4,1759,17,0,45-54
5095272,180524,清蒸鲈鱼,300g,45.19,9,406.71,2024/11/3 22:13,一线,余额,会员折扣,8,398.71,4716,50,1,35-44
6254217,823787,宫保鸡丁,1000g,44.36,6,266.16,2024/8/13 2:44,二线,余额,会员折扣,4,262.16,8782,43,0,45-54
8581360,603337,凉拌黄瓜,400g,37,10,370,2024/8/28 3:36,一线,银行卡,秒杀,14,356,2374,47,1,45-54
8177650,852705,糖醋里脊,200g,40.32,10,403.2,2024/9/23 18:45,三线,云闪付,无,0,403.2,8867,44,1,35-44
5095272,180524,清蒸鲈鱼,300g,47.38,8,379.04,2024/11/3 22:13,一线,余额,无,0,379.04,4716,50,1,35-44
3017559,461996,螺蛳粉,1000g,22.14,1,22.14,2024/4/2 5:13,一线,支付宝,满减,1,21.14,2263,46,1,18-24
8655936,230854,番茄炒蛋,1000g,25.74,8,205.92,2024/9/6 10:56,新一线,支付宝,店铺券,10,195.92,9326,33,1,45-54
5176108,801542,蒜蓉西兰花,200g,39.17,4,156.68,2024/8/27 17:55,新一线,余额,无,0,156.68,5727,31,1,25-34
4676494,792447,回锅肉,400g,35.81,4,143.24,2024/7/13 16:13,三线,银行卡,满减,6,137.24,6210,38,0,25-34
3027642,883089,蒜蓉西兰花,300g,19.29,10,192.9,2024/9/24 19:23,二线,余额,会员折扣,8,184.9,7976,37,0,55+
9618571,611731,清蒸鲈鱼,400g,40.05,2,80.1,2024/11/16 6:38,一线,余额,满减,18,62.1,4094,34,1,18-24
1252882,359612,麻婆豆腐,400g,45.88,4,183.52,2024/1/21 19:55,新一线,银行卡,无,0,183.52,8497,38,1,18-24
7717045,272912,凉拌黄瓜,300g,14.8,9,133.2,2024/9/20 21:43,新一线,银行卡,平台券,8,125.2,1759,17,0,35-44
5407501,876354,鱼香肉丝,400g,15.49,5,77.45,2024/12/25 4:44,一线,银行卡,会员折扣,4,73.45,8945,49,1,25-34
7933755,391358,蒜蓉西兰花,200g,48.1,8,384.8,2024/6/16 2:10,二线,云闪付,满减,5,379.8,7995,40,0,25-34
1624940,388039,麻婆豆腐,300g,36.49,5,182.45,2024/9/21 6:43,一线,微信,秒杀,9,173.45,1803,31,1,18-24
8986271,601970,蒜蓉西兰花,1000g,15.27,3,45.81,2024/9/22 22:53,新一线,银行卡,会员折扣,2,43.81,7087,36,0,18-24
8177650,852705,糖醋里脊,200g,16.75,3,50.25,2024/9/23 18:45,新一线,云闪付,会员折扣,5,45.25,8867,44,1,18-24
9228642,726095,清蒸鲈鱼,300g,25.34,3,76.02,2024/1/2 6:43,新一线,余额,会员折扣,7,69.02,7388,40,1,45-54
6990153,313816,清蒸鲈鱼,300g,16.73,9,150.57,2024/12/18 3:47,一线,支付宝,会员折扣,20,130.57,33,44,1,25-34
3206583,844958,番茄炒蛋,400g,31.96,3,95.88,2024/7/7 9:13,三线,支付宝,满减,4,91.88,2565,39,0,45-54
7190033,484266,凉拌黄瓜,300g,38.38,2,76.76,2024/5/10 13:04,新一线,支付宝,店铺券,25,51.76,88,41,0,18-24
6523794,716017,麻婆豆腐,300g,43.55,7,304.85,2024/2/4 18:58,新一线,微信,无,0,304.85,8989,32,0,45-54
1471166,567188,鱼香肉丝,300g,37.88,5,189.4,2024/3/25 11:23,新一线,银行卡,店铺券,6,183.4,6739,10,0,25-34
3701933,786390,鱼香肉丝,300g,26.31,7,184.17,2024/3/9 10:27,一线,支付宝,满减,2,182.17,8854,49,0,18-24
9658762,589393,番茄炒蛋,800g,35.26,1,35.26,2024/2/1 6:41,新一线,银行卡,无,0,35.26,3845,33,1,18-24
3955694,939227,蒜蓉西兰花,400g,10.43,10,104.3,2024/8/6 15:34,三线,支付宝,无,0,104.3,7037,30,1,18-24
7717045,272912,凉拌黄瓜,300g,27.63,2,55.26,2024/9/20 21:43,新一线,银行卡,无,0,55.26,1759,17,0,25-34
8581360,603337,凉拌黄瓜,400g,15.53,4,62.12,2024/8/28 3:36,新一线,银行卡,无,0,62.12,2374,47,1,18-24
8177650,852705,糖醋里脊,200g,49.31,2,98.62,2024/9/23 18:45,二线,云闪付,平台券,19,79.62,8867,44,1,25-34
5226469,302173,清蒸鲈鱼,1000g,33.81,2,67.62,2024/12/27 19:07,三线,余额,店铺券,27,40.62,5,37,0,18-24
1799671,976181,回锅肉,1000g,42.81,0,0,2024/4/27 20:36,新一线,余额,会员折扣,0,0,5897,33,1,25-34
4951966,976063,糖醋里脊,500g,35.95,3,107.85,2024/3/5 4:27,二线,余额,会员折扣,1,106.85,6610,48,1,18-24
5654995,461348,宫保鸡丁,300g,28.32,10,283.2,2024/12/4 15:40,一线,支付宝,店铺券,0,283.2,6721,49,0,25-34
8581360,603337,凉拌黄瓜,400g,40.08,2,80.16,2024/8/28 3:36,新一线,银行卡,会员折扣,5,75.16,2374,47,1,35-44
8655936,230854,番茄炒蛋,1000g,30.51,2,61.02,2024/9/6 10:56,三线,支付宝,会员折扣,7,54.02,9326,33,0,25-34
8715553,960394,糖醋里脊,800g,22.83,4,91.32,2024/9/3 14:41,一线,银行卡,店铺券,1,90.32,8076,19,0,18-24
6743400,473161,宫保鸡丁,1000g,33.84,4,135.36,2024/9/16 6:39,三线,银行卡,满减,6,129.36,2735,31,1,25-34
1799671,976181,回锅肉,1000g,49.83,9,448.47,2024/4/27 20:36,一线,余额,无,0,448.47,5897,33,1,18-24
1799671,976181,回锅肉,1000g,46.6,8,372.8,2024/4/27 20:36,新一线,余额,会员折扣,5,367.8,5897,33,1,45-54
8177650,852705,糖醋里脊,200g,39.69,2,79.38,2024/9/23 18:45,三线,云闪付,平台券,22,57.38,8867,44,1,45-54
6274184,720925,宫保鸡丁,200g,14.77,10,147.7,2024/1/22 0:38,新一线,云闪付,秒杀,0,147.7,4284,33,0,25-34
8581360,603337,凉拌黄瓜,400g,30.5,4,122,2024/8/28 3:36,三线,银行卡,会员折扣,1,121,2374,47,1,25-34
8655936,230854,番茄炒蛋,1000g,12.15,5,60.75,2024/9/6 10:56,三线,支付宝,满减,2,58.75,9326,33,1,45-54
8581360,603337,凉拌黄瓜,400g,42.1,1,42.1,2024/8/28 3:36,二线,银行卡,秒杀,17,25.1,2374,47,1,25-34
5407501,876354,鱼香肉丝,400g,30.36,1,30.36,2024/12/25 4:44,新一线,银行卡,会员折扣,7,23.36,8945,49,1,45-54
9658762,589393,番茄炒蛋,800g,44.46,7,311.22,2024/2/1 6:41,新一线,银行卡,满减,4,307.22,3845,33,1,45-54
3027642,883089,蒜蓉西兰花,300g,44.64,6,267.84,2024/9/24 19:23,二线,余额,会员折扣,14,253.84,7976,37,0,55+
1471166,567188,鱼香肉丝,300g,41.12,4,164.48,2024/3/25 11:23,三线,银行卡,满减,10,154.48,6739,10,0,25-34
6057180,722370,鱼香肉丝,200g,28.43,4,113.72,2024/11/17 11:02,新一线,支付宝,无,0,113.72,5267,39,1,35-44
7717045,272912,凉拌黄瓜,300g,13.89,2,27.78,2024/9/20 21:43,二线,银行卡,满减,8,19.78,1759,17,1,45-54
3701933,786390,鱼香肉丝,300g,38.25,0,0,2024/3/9 10:27,三线,支付宝,会员折扣,0,0,8854,49,1,45-54
1252882,359612,麻婆豆腐,400g,23.82,6,142.92,2024/1/21 19:55,二线,银行卡,秒杀,0,142.92,8497,38,1,35-44
9154700,406204,糖醋里脊,400g,46.21,5,231.05,2024/9/14 18:45,二线,云闪付,满减,10,221.05,7081,38,0,25-34
8581360,603337,凉拌黄瓜,400g,48.14,1,48.14,2024/8/28 3:36,一线,银行卡,无,0,48.14,2374,47,1,35-44
6057180,722370,鱼香肉丝,200g,12.41,4,49.64,2024/11/17 11:02,一线,支付宝,平台券,3,46.64,5267,39,1,55+
9154285,105716,回锅肉,500g,14.95,7,104.65,2024/12/15 13:09,三线,银行卡,会员折扣,9,95.65,3726,20,1,45-54
4907129,587798,蒜蓉西兰花,800g,42.85,3,128.55,2024/5/26 19:39,二线,余额,满减,5,123.55,53,32,0,25-34
9859178,652133,回锅肉,600g,19.88,0,0,2024/6/6 6:50,新一线,银行卡,无,0,0,4399,35,0,18-24
9859178,652133,回锅肉,600g,40.78,10,407.8,2024/6/6 6:50,三线,银行卡,无,0,407.8,4399,35,0,18-24
2899519,932902,清蒸鲈鱼,800g,45.53,6,273.18,2024/8/26 17:24,一线,微信,无,0,273.18,85,33,0,45-54
1191584,287716,糖醋里脊,800g,17.97,7,125.79,2024/10/4 3:04,一线,支付宝,无,0,125.79,1037,45,1,18-24
1191584,287716,糖醋里脊,800g,25.08,2,50.16,2024/10/4 3:04,新一线,支付宝,会员折扣,3,47.16,1037,45,1,25-34
1030611,315975,麻婆豆腐,200g,16.4,9,147.6,2024/9/1 16:07,新一线,银行卡,满减,1,146.6,9382,19,0,18-24
9859178,652133,回锅肉,600g,30.13,7,210.91,2024/6/6 6:50,一线,银行卡,无,0,210.91,4399,35,1,25-34
4907129,587798,蒜蓉西兰花,800g,41.86,4,167.44,2024/5/26 19:39,一线,余额,满减,34,133.44,53,32,1,25-34
9859178,652133,回锅肉,600g,16.23,4,64.92,2024/6/6 6:50,一线,银行卡,平台券,3,61.92,4399,35,1,35-44
1191584,287716,糖醋里脊,800g,26.54,9,238.86,2024/10/4 3:04,新一线,支付宝,无,0,238.86,1037,45,1,45-54
2978131,510597,麻婆豆腐,400g,11.59,2,23.18,2024/6/27 22:46,二线,银行卡,会员折扣,0,23.18,9025,35,1,45-54
8501141,417394,螺蛳粉,300g,48.15,1,48.15,2024/10/28 7:35,三线,银行卡,会员折扣,3,45.15,9092,30,0,25-34
4172545,260718,麻婆豆腐,400g,15.65,1,15.65,2024/5/1 0:53,新一线,支付宝,会员折扣,9,6.65,6060,39,1,45-54
8641930,807883,回锅肉,800g,23.7,3,71.1,2024/4/5 4:32,新一线,支付宝,满减,2,69.1,6096,36,0,45-54
8641930,807883,回锅肉,800g,17.68,4,70.72,2024/4/5 4:32,新一线,支付宝,秒杀,6,64.72,6096,36,1,18-24
1030611,315975,麻婆豆腐,200g,46.71,7,326.97,2024/9/1 16:07,新一线,银行卡,会员折扣,16,310.97,9382,19,0,25-34
3285233,656057,蒜蓉西兰花,300g,23.39,10,233.9,2024/5/9 14:49,三线,银行卡,会员折扣,29,204.9,81,34,0,18-24
9107025,183900,回锅肉,300g,17.87,9,160.83,2024/12/13 5:31,新一线,微信,满减,8,152.83,52,43,0,45-54
1211532,919980,麻婆豆腐,500g,42.96,6,257.76,2024/7/22 6:55,新一线,支付宝,满减,1,256.76,4515,24,1,18-24
5477172,207080,清蒸鲈鱼,200g,37.6,2,75.2,2024/2/11 0:42,三线,银行卡,平台券,7,68.2,8587,19,0,25-34
2648404,501620,凉拌黄瓜,800g,22.64,6,135.84,2024/3/1 3:31,新一线,支付宝,秒杀,19,116.84,33,39,0,45-54
7287818,291655,蒜蓉西兰花,200g,12.23,0,0,2024/2/11 3:24,新一线,余额,会员折扣,0,0,5427,25,0,45-54
2648404,501620,凉拌黄瓜,800g,13.22,8,105.76,2024/3/1 3:31,三线,支付宝,会员折扣,1,104.76,33,39,0,25-34
8591979,366241,蒜蓉西兰花,300g,15.89,6,95.34,2024/3/8 18:43,二线,云闪付,店铺券,2,93.34,1845,41,0,55+
7865420,942487,宫保鸡丁,400g,16.47,2,32.94,2024/6/14 9:47,三线,银行卡,会员折扣,5,27.94,8183,42,1,45-54
2577822,710927,鱼香肉丝,600g,16.65,3,49.95,2024/7/27 16:06,新一线,支付宝,满减,13,36.95,2,37,0,55+
2577822,710927,鱼香肉丝,600g,46.66,9,419.94,2024/7/27 16:06,三线,支付宝,平台券,11,408.94,2,37,0,18-24
9964130,195833,糖醋里脊,200g,23.55,8,188.4,2024/11/3 14:45,三线,微信,会员折扣,5,183.4,9347,30,1,35-44
7269703,784184,蒜蓉西兰花,300g,45.24,8,361.92,2024/6/3 7:44,一线,云闪付,满减,10,351.92,1412,33,1,25-34
1555770,591751,宫保鸡丁,600g,11.98,2,23.96,2024/10/12 20:31,三线,云闪付,会员折扣,1,22.96,7803,39,0,18-24
7269703,784184,蒜蓉西兰花,300g,19.08,6,114.48,2024/6/3 7:44,一线,云闪付,平台券,3,111.48,1412,33,1,18-24
9964130,195833,糖醋里脊,200g,26.95,8,215.6,2024/11/3 14:45,二线,微信,平台券,1,214.6,9347,30,1,25-34
6008369,551347,麻婆豆腐,1000g,48.46,0,0,2024/3/4 17:54,二线,银行卡,无,0,0,6317,32,1,25-34
6008369,551347,麻婆豆腐,1000g,24.53,8,196.24,2024/3/4 17:54,新一线,银行卡,会员折扣,3,193.24,6317,32,0,45-54
1555770,591751,宫保鸡丁,600g,34.93,5,174.65,2024/10/12 20:31,一线,云闪付,无,0,174.65,7803,39,1,55+
2653530,322191,凉拌黄瓜,600g,12.05,5,60.25,2024/9/13 21:22,二线,银行卡,平台券,1,59.25,5554,35,0,18-24
2106436,833685,糖醋里脊,800g,36.95,5,184.75,2024/10/18 20:37,新一线,余额,无,0,184.75,9309,40,1,18-24
6008369,551347,麻婆豆腐,1000g,29.3,0,0,2024/3/4 17:54,新一线,银行卡,平台券,0,0,6317,32,1,18-24
9964130,195833,糖醋里脊,200g,29,4,116,2024/11/3 14:45,二线,微信,会员折扣,12,104,9347,30,1,18-24
9964130,195833,糖醋里脊,200g,18.24,1,18.24,2024/11/3 14:45,新一线,微信,满减,2,16.24,9347,30,1,25-34
2106436,833685,糖醋里脊,800g,49.09,3,147.27,2024/10/18 20:37,三线,余额,会员折扣,5,142.27,9309,40,1,35-44
6008369,551347,麻婆豆腐,1000g,36.53,5,182.65,2024/3/4 17:54,三线,银行卡,满减,14,168.65,6317,32,0,18-24
1555770,591751,宫保鸡丁,600g,32.03,0,0,2024/10/12 20:31,新一线,云闪付,无,0,0,7803,39,0,25-34
2577822,710927,鱼香肉丝,600g,23.67,6,142.02,2024/7/27 16:06,新一线,支付宝,无,0,142.02,2,37,0,25-34
2653530,322191,凉拌黄瓜,600g,14.78,9,133.02,2024/9/13 21:22,三线,银行卡,无,0,133.02,5554,35,0,18-24
7418157,100235,回锅肉,400g,27.21,1,27.21,2024/10/25 10:55,新一线,支付宝,会员折扣,1,26.21,5159,45,1,25-34
7418157,100235,回锅肉,400g,31.41,4,125.64,2024/10/25 10:55,新一线,支付宝,会员折扣,6,119.64,5159,45,1,55+
7823593,513175,回锅肉,600g,27.42,4,109.68,2024/4/18 20:01,一线,支付宝,秒杀,9,100.68,1271,33,1,45-54
7279130,211283,宫保鸡丁,200g,48.12,6,288.72,2024/7/31 10:28,二线,支付宝,会员折扣,2,286.72,8579,14,1,45-54
7418157,100235,回锅肉,400g,38.77,3,116.31,2024/10/25 10:55,三线,支付宝,店铺券,6,110.31,5159,45,1,18-24
7418157,100235,回锅肉,400g,31.1,8,248.8,2024/10/25 10:55,一线,支付宝,会员折扣,5,243.8,5159,45,1,45-54
9798351,296810,凉拌黄瓜,400g,20.36,3,61.08,2024/9/6 6:41,二线,余额,会员折扣,1,60.08,4552,30,1,18-24
7823593,513175,回锅肉,600g,31.3,10,313,2024/4/18 20:01,一线,支付宝,无,0,313,1271,33,1,25-34
1240498,591828,糖醋里脊,300g,16.65,0,0,2024/10/30 9:40,三线,银行卡,会员折扣,0,0,2973,34,1,35-44
3756927,438127,麻婆豆腐,600g,48.79,7,341.53,2024/6/11 22:09,一线,余额,满减,9,332.53,9672,43,1,45-54
5690319,577437,螺蛳粉,300g,40.49,0,0,2024/11/12 11:29,新一线,微信,平台券,0,0,7930,35,1,18-24
4531300,375247,番茄炒蛋,400g,17.68,7,123.76,2024/9/19 1:08,新一线,支付宝,无,0,123.76,6076,34,1,45-54
8019218,985426,清蒸鲈鱼,200g,34.1,10,341,2024/7/4 21:20,三线,支付宝,会员折扣,20,321,19,33,1,45-54
7335204,839205,回锅肉,800g,27.45,6,164.7,2024/12/25 14:41,二线,支付宝,会员折扣,8,156.7,5026,38,0,45-54
2762295,642129,凉拌黄瓜,1000g,27.51,5,137.55,2024/6/9 7:03,三线,云闪付,会员折扣,2,135.55,8169,34,1,18-24
7787708,506276,番茄炒蛋,800g,47.31,4,189.24,2024/7/21 3:09,三线,支付宝,满减,1,188.24,47,30,0,18-24
8071993,151772,清蒸鲈鱼,400g,11.47,0,0,2024/4/3 18:57,三线,银行卡,平台券,0,0,5496,32,1,55+
8275120,879453,螺蛳粉,1000g,32.11,0,0,2024/10/18 23:48,新一线,微信,无,0,0,7850,35,0,25-34
8021854,244184,番茄炒蛋,500g,29.34,0,0,2024/6/1 8:19,一线,支付宝,满减,0,0,3880,34,0,45-54
8467907,546203,蒜蓉西兰花,200g,17.8,5,89,2024/12/14 23:18,一线,支付宝,秒杀,2,87,6487,42,1,45-54
8467907,546203,蒜蓉西兰花,200g,30.2,6,181.2,2024/12/14 23:18,新一线,支付宝,满减,1,180.2,6487,42,1,55+
8467907,546203,蒜蓉西兰花,200g,14.72,10,147.2,2024/12/14 23:18,新一线,支付宝,会员折扣,2,145.2,6487,42,1,45-54
6488980,258656,清蒸鲈鱼,500g,20.5,9,184.5,2024/8/23 12:07,三线,微信,店铺券,5,179.5,9278,45,1,55+
2643796,393078,清蒸鲈鱼,800g,11.6,8,92.8,2024/10/26 16:21,一线,微信,无,0,92.8,53,50,0,25-34
4435685,765553,宫保鸡丁,500g,33.1,6,198.6,2024/6/8 15:53,一线,余额,秒杀,1,197.6,7083,20,1,35-44
8021854,244184,番茄炒蛋,500g,32.84,2,65.68,2024/6/1 8:19,新一线,支付宝,会员折扣,2,63.68,3880,34,1,18-24
8021854,244184,番茄炒蛋,500g,24.67,7,172.69,2024/6/1 8:19,新一线,支付宝,秒杀,1,171.69,3880,34,1,45-54
2643796,393078,清蒸鲈鱼,800g,48.8,1,48.8,2024/10/26 16:21,二线,微信,满减,37,11.8,53,50,0,25-34
8467907,546203,蒜蓉西兰花,200g,21.28,8,170.24,2024/12/14 23:18,新一线,支付宝,无,0,170.24,6487,42,1,18-24
7823593,513175,回锅肉,600g,31.86,9,286.74,2024/4/18 20:01,一线,支付宝,无,0,286.74,1271,33,1,45-54
8467907,546203,蒜蓉西兰花,200g,10.64,7,74.48,2024/12/14 23:18,二线,支付宝,店铺券,0,74.48,6487,42,1,25-34
9859178,652133,回锅肉,600g,33.03,9,297.27,2024/6/6 6:50,新一线,银行卡,会员折扣,9,288.27,4399,35,1,25-34
9107025,183900,回锅肉,300g,35.95,9,323.55,2024/12/13 5:31,新一线,微信,无,0,323.55,52,43,0,45-54
7269703,784184,蒜蓉西兰花,300g,45.97,1,45.97,2024/6/3 7:44,一线,云闪付,会员折扣,14,31.97,1412,33,1,35-44
6008369,551347,麻婆豆腐,1000g,18.07,6,108.42,2024/3/4 17:54,新一线,银行卡,会员折扣,6,102.42,6317,32,0,45-54
2648404,501620,凉拌黄瓜,800g,46.35,3,139.05,2024/3/1 3:31,新一线,支付宝,店铺券,53,86.05,33,39,0,18-24
2577822,710927,鱼香肉丝,600g,40.42,6,242.52,2024/7/27 16:06,新一线,支付宝,会员折扣,17,225.52,2,37,0,18-24
1030611,315975,麻婆豆腐,200g,22.04,0,0,2024/9/1 16:07,新一线,银行卡,店铺券,0,0,9382,19,0,25-34
8019218,985426,清蒸鲈鱼,200g,18.36,5,91.8,2024/7/4 21:20,一线,支付宝,无,0,91.8,19,33,1,25-34
2643796,393078,清蒸鲈鱼,800g,40.76,3,122.28,2024/10/26 16:21,三线,微信,秒杀,32,90.28,53,50,0,25-34
2762295,642129,凉拌黄瓜,1000g,27.02,5,135.1,2024/6/9 7:03,一线,云闪付,会员折扣,3,132.1,8169,34,1,45-54
8021854,244184,番茄炒蛋,500g,13.47,8,107.76,2024/6/1 8:19,三线,支付宝,满减,2,105.76,3880,34,0,18-24
9964130,195833,糖醋里脊,200g,47.42,6,284.52,2024/11/3 14:45,三线,微信,会员折扣,10,274.52,9347,30,1,18-24
8641930,807883,回锅肉,800g,21.02,5,105.1,2024/4/5 4:32,一线,支付宝,会员折扣,5,100.1,6096,36,1,55+
9964130,195833,糖醋里脊,200g,23.29,7,163.03,2024/11/3 14:45,一线,微信,会员折扣,9,154.03,9347,30,1,45-54
7787708,506276,番茄炒蛋,800g,39.54,8,316.32,2024/7/21 3:09,二线,支付宝,平台券,58,258.32,47,30,0,25-34
6008369,551347,麻婆豆腐,1000g,49.32,10,493.2,2024/3/4 17:54,新一线,银行卡,会员折扣,10,483.2,6317,32,0,35-44
8275120,879453,螺蛳粉,1000g,35.71,4,142.84,2024/10/18 23:48,三线,微信,平台券,3,139.84,7850,35,0,25-34
7269703,784184,蒜蓉西兰花,300g,49.06,4,196.24,2024/6/3 7:44,新一线,云闪付,无,0,196.24,1412,33,1,18-24
2978131,510597,麻婆豆腐,400g,25.09,6,150.54,2024/6/27 22:46,新一线,银行卡,会员折扣,2,148.54,9025,35,1,18-24
4531300,375247,番茄炒蛋,400g,34.33,7,240.31,2024/9/19 1:08,新一线,支付宝,秒杀,11,229.31,6076,34,1,18-24
2653530,322191,凉拌黄瓜,600g,19.13,6,114.78,2024/9/13 21:22,二线,银行卡,店铺券,2,112.78,5554,35,0,55+
1555770,591751,宫保鸡丁,600g,12.34,9,111.06,2024/10/12 20:31,新一线,云闪付,会员折扣,1,110.06,7803,39,0,18-24
8591979,366241,蒜蓉西兰花,300g,22,10,220,2024/3/8 18:43,三线,云闪付,秒杀,4,216,1845,41,0,45-54
1766846,460888,蒜蓉西兰花,200g,45.37,4,181.48,2024/1/23 7:29,三线,支付宝,平台券,10,171.48,2574,38,1,35-44
3183625,776512,宫保鸡丁,500g,33.91,1,33.91,2024/2/14 7:53,新一线,银行卡,会员折扣,6,27.91,3974,47,1,45-54
2650451,837764,回锅肉,500g,38.04,8,304.32,2024/2/25 10:48,新一线,银行卡,满减,21,283.32,1123,36,0,25-34
7311081,825172,清蒸鲈鱼,400g,26.43,0,0,2024/6/10 5:33,新一线,银行卡,会员折扣,0,0,9342,49,1,18-24
9529920,383543,麻婆豆腐,300g,36.45,4,145.8,2024/2/27 19:55,一线,银行卡,会员折扣,25,120.8,50,50,1,18-24
9259638,585633,回锅肉,400g,26.83,9,241.47,2024/7/1 10:13,三线,银行卡,满减,15,226.47,66,32,1,45-54
5806555,515155,麻婆豆腐,600g,44.57,5,222.85,2024/3/6 7:13,新一线,支付宝,会员折扣,7,215.85,4929,44,1,35-44
5738415,245149,糖醋里脊,300g,29,7,203,2024/8/4 15:52,新一线,银行卡,满减,5,198,1277,37,1,18-24
8640488,913459,番茄炒蛋,600g,37.89,5,189.45,2024/12/26 5:42,新一线,银行卡,店铺券,13,176.45,99,42,1,25-34
4074914,525135,凉拌黄瓜,600g,44.52,0,0,2024/8/30 4:03,二线,余额,会员折扣,0,0,6796,44,0,18-24
6921411,529353,番茄炒蛋,800g,26.69,2,53.38,2024/3/25 16:34,三线,云闪付,满减,43,10.38,11,47,1,18-24
1965900,851645,宫保鸡丁,500g,32.31,0,0,2024/10/31 17:38,三线,支付宝,无,0,0,97,34,0,25-34
1766846,460888,蒜蓉西兰花,200g,17.71,0,0,2024/1/23 7:29,一线,支付宝,秒杀,0,0,2574,38,1,25-34
1766846,460888,蒜蓉西兰花,200g,21.91,8,175.28,2024/1/23 7:29,新一线,支付宝,无,0,175.28,2574,38,1,18-24
4740734,242913,蒜蓉西兰花,200g,40.98,3,122.94,2024/1/16 5:26,一线,微信,满减,5,117.94,5598,32,1,25-34
5806555,515155,麻婆豆腐,600g,45.5,9,409.5,2024/3/6 7:13,三线,支付宝,平台券,23,386.5,4929,44,1,25-34
8640488,913459,番茄炒蛋,600g,23.43,3,70.29,2024/12/26 5:42,一线,银行卡,会员折扣,42,28.29,99,42,1,45-54
4074914,525135,凉拌黄瓜,600g,34.6,7,242.2,2024/8/30 4:03,一线,余额,无,0,242.2,6796,44,0,18-24
1766846,460888,蒜蓉西兰花,200g,28.11,1,28.11,2024/1/23 7:29,三线,支付宝,会员折扣,14,14.11,2574,38,1,25-34
3175900,688135,清蒸鲈鱼,400g,48.35,5,241.75,2024/3/7 4:48,三线,余额,满减,23,218.75,19,40,0,18-24
5806555,515155,麻婆豆腐,600g,15.71,7,109.97,2024/3/6 7:13,新一线,支付宝,满减,7,102.97,4929,44,1,45-54
3183625,776512,宫保鸡丁,500g,26.2,6,157.2,2024/2/14 7:53,二线,银行卡,满减,0,157.2,3974,47,1,18-24
2916884,961053,蒜蓉西兰花,800g,12.2,7,85.4,2024/2/9 15:39,新一线,云闪付,满减,2,83.4,8589,49,1,18-24
8046287,458365,清蒸鲈鱼,300g,33.14,6,198.84,2024/1/4 18:11,二线,余额,平台券,22,176.84,82,11,0,35-44
7386530,589832,番茄炒蛋,1000g,30.42,9,273.78,2024/5/7 12:07,一线,云闪付,会员折扣,6,267.78,8275,37,0,25-34
5000610,258643,糖醋里脊,400g,13.48,9,121.32,2024/2/20 12:19,新一线,银行卡,秒杀,2,119.32,2156,36,1,25-34
4713512,483592,宫保鸡丁,600g,22.13,5,110.65,2024/9/7 16:34,新一线,余额,秒杀,19,91.65,56,25,1,45-54
