单价(元),数量(个),消费城市级别,支付方式,优惠方式,优惠金额(元),实际支付(元),库存剩余(件),商品评分,是否复购,客户年龄段,商品类别,包装规格(g),是否节假日,是否用餐高峰
20.37,1,新一线,支付宝,无,0,20.37,6017,43,0,18-24,肉食,200.0,是,是
23.7,5,新一线,云闪付,满减,1,117.5,3808,37,0,25-34,肉食,300.0,否,否
48.66,0,三线,支付宝,会员折扣,0,0.0,6017,43,1,25-34,肉食,200.0,是,是
26.07,4,一线,银行卡,无,0,104.28,4693,34,0,18-24,蔬菜,600.0,否,否
34.83,10,一线,云闪付,店铺券,4,344.3,5548,44,1,18-24,肉食,1000.0,否,是
25.81,2,三线,支付宝,店铺券,1,50.62,6017,43,0,18-24,肉食,200.0,是,是
41.77,2,三线,微信,满减,1,82.54,8987,30,0,55+,豆制品,300.0,否,否
21.03,6,二线,支付宝,店铺券,3,123.18,5468,39,1,45-54,肉食,300.0,否,否
44.54,5,三线,支付宝,满减,5,217.7,23,31,1,45-54,豆制品,800.0,是,否
25.01,9,新一线,银行卡,会员折扣,4,221.09,9802,15,0,35-44,肉食,1000.0,否,是
21.43,5,三线,支付宝,会员折扣,34,73.15,20,48,0,45-54,肉食,300.0,是,是
18.13,0,一线,云闪付,会员折扣,0,0.0,12,33,0,18-24,蔬菜,400.0,否,是
48.24,8,二线,支付宝,会员折扣,6,379.92,3727,38,1,18-24,肉食,800.0,否,否
18.02,8,新一线,云闪付,平台券,7,137.16,72,36,0,35-44,主食面汤,200.0,否,否
14.37,9,三线,支付宝,会员折扣,3,126.33,6017,43,1,55+,肉食,200.0,是,是
37.7,7,新一线,支付宝,会员折扣,3,260.9,61,47,1,45-54,豆制品,400.0,否,是
24.35,8,新一线,微信,满减,2,192.8,1022,46,1,18-24,肉食,400.0,是,否
10.35,8,新一线,支付宝,满减,13,69.8,20,48,1,18-24,肉食,300.0,是,是
39.51,2,新一线,微信,会员折扣,1,78.02,8987,30,0,35-44,豆制品,300.0,否,否
40.76,9,新一线,支付宝,会员折扣,1,365.84,3392,43,1,18-24,肉食,500.0,是,否
43.84,0,新一线,银行卡,无,0,0.0,7985,39,0,18-24,肉食,500.0,否,是
42.33,5,二线,银行卡,满减,7,204.65,8583,37,1,18-24,豆制品,200.0,是,否
48.2,8,一线,支付宝,满减,5,380.6,6295,49,1,18-24,豆制品,500.0,否,是
30.9,5,一线,银行卡,平台券,4,150.5,7985,39,0,25-34,肉食,500.0,否,是
21.98,1,一线,微信,无,0,21.98,72,48,1,25-34,肉食,1000.0,是,否
38.28,10,新一线,支付宝,无,0,382.8,6017,43,0,18-24,肉食,200.0,是,是
12.01,1,三线,微信,满减,5,7.01,5738,34,0,25-34,蔬菜,200.0,否,否
26.2,7,新一线,云闪付,店铺券,10,173.4,8261,33,0,25-34,肉食,1000.0,否,否
35.62,6,二线,云闪付,会员折扣,5,208.72,5231,47,1,25-34,肉食,800.0,否,否
49.16,8,二线,银行卡,无,0,393.28,30,10,0,18-24,蔬菜,300.0,否,否
24.31,7,新一线,支付宝,会员折扣,19,151.17,37,38,1,18-24,肉食,800.0,否,是
30.12,0,新一线,支付宝,会员折扣,0,0.0,8057,48,1,18-24,肉食,400.0,否,是
27.97,4,二线,支付宝,满减,5,106.88,1037,50,1,35-44,肉食,200.0,否,是
33.43,2,二线,支付宝,会员折扣,1,65.86,1982,31,0,45-54,蔬菜,400.0,是,是
34.99,0,二线,支付宝,会员折扣,0,0.0,4032,41,1,45-54,主食面汤,800.0,否,是
15.72,4,二线,银行卡,无,0,62.88,2115,33,1,18-24,肉食,200.0,否,是
35.18,8,二线,支付宝,满减,2,279.44,1982,31,0,45-54,蔬菜,400.0,是,是
38.28,0,新一线,支付宝,秒杀,0,0.0,37,38,1,18-24,肉食,800.0,否,是
39.64,3,三线,支付宝,店铺券,22,96.92,37,38,1,35-44,肉食,800.0,否,是
14.08,2,三线,余额,无,0,28.16,22,32,1,45-54,豆制品,600.0,是,否
24.41,6,一线,微信,无,0,146.46,8090,43,1,25-34,蔬菜,500.0,否,否
20.82,5,新一线,银行卡,无,0,104.1,1437,50,1,18-24,肉食,200.0,否,是
43.71,7,二线,云闪付,无,0,305.97,6757,36,1,35-44,蔬菜,600.0,否,是
45.67,9,三线,支付宝,无,0,411.03,5606,30,0,25-34,蔬菜,200.0,否,否
46.4,3,一线,微信,平台券,4,135.2,9869,30,1,35-44,肉食,1000.0,否,是
25.09,3,三线,支付宝,无,0,75.27,3060,43,1,35-44,肉食,500.0,否,否
48.56,9,新一线,微信,满减,5,432.04,9000,31,1,35-44,肉食,1000.0,否,是
38.15,5,一线,支付宝,平台券,0,190.75,8057,48,1,45-54,肉食,400.0,否,是
10.17,4,二线,云闪付,店铺券,1,39.68,79,13,0,18-24,蔬菜,1000.0,否,是
36.66,6,二线,支付宝,满减,8,211.96,6,35,0,35-44,主食面汤,500.0,是,否
38.1,3,新一线,支付宝,会员折扣,11,103.3,2249,43,1,25-34,肉食,1000.0,否,否
35.77,6,新一线,微信,满减,14,200.62,9000,31,1,18-24,肉食,1000.0,否,是
24.4,3,新一线,支付宝,会员折扣,6,67.2,4032,41,1,18-24,主食面汤,800.0,否,是
24.79,3,一线,微信,会员折扣,3,71.37,9869,30,1,25-34,肉食,1000.0,否,是
12.09,7,新一线,云闪付,平台券,3,81.63,5962,34,0,25-34,蔬菜,200.0,是,是
18.48,2,三线,银行卡,平台券,2,34.96,1437,50,0,45-54,肉食,200.0,否,是
37.11,9,一线,支付宝,满减,10,323.99,2249,43,1,35-44,肉食,1000.0,否,否
39.54,3,一线,云闪付,无,0,118.62,2772,39,0,18-24,豆制品,200.0,否,是
35.79,0,三线,微信,满减,0,0.0,9000,31,1,18-24,肉食,1000.0,否,是
24.71,10,三线,云闪付,满减,3,244.1,4789,34,1,35-44,肉食,300.0,是,是
14.46,10,一线,支付宝,无,0,144.6,1547,39,1,18-24,蔬菜,500.0,否,是
30.63,8,新一线,微信,无,0,245.04,8090,43,1,18-24,蔬菜,500.0,否,否
43.42,0,一线,云闪付,会员折扣,0,0.0,5231,47,1,25-34,肉食,800.0,否,否
10.59,0,二线,支付宝,店铺券,0,0.0,1982,31,0,55+,蔬菜,400.0,是,是
25.16,5,二线,余额,无,0,125.8,5853,30,1,35-44,蔬菜,200.0,否,是
29.71,10,新一线,支付宝,无,0,297.1,6,35,0,25-34,主食面汤,500.0,是,否
31.24,8,新一线,云闪付,会员折扣,11,238.92,6757,36,1,25-34,蔬菜,600.0,否,是
30.76,9,三线,云闪付,平台券,11,265.84,6843,32,0,18-24,肉食,800.0,否,是
22.47,2,三线,支付宝,满减,4,40.94,1982,31,0,18-24,蔬菜,400.0,是,是
40.96,10,新一线,支付宝,满减,38,371.6,6,35,0,45-54,主食面汤,500.0,是,否
15.02,0,一线,云闪付,满减,0,0.0,4016,45,1,25-34,肉食,1000.0,是,是
10.68,10,新一线,银行卡,满减,5,101.8,1235,37,0,35-44,肉食,800.0,是,是
10.7,2,新一线,微信,会员折扣,1,20.4,8090,43,1,18-24,蔬菜,500.0,否,否
30.72,4,一线,支付宝,秒杀,1,121.88,1037,50,1,25-34,肉食,200.0,否,是
10.05,0,新一线,支付宝,平台券,0,0.0,8057,48,1,18-24,肉食,400.0,否,是
21.99,4,新一线,余额,平台券,3,84.96,64,43,1,25-34,肉食,300.0,否,是
35.86,9,新一线,支付宝,满减,5,317.74,37,38,1,45-54,肉食,800.0,否,是
43.88,3,一线,微信,无,0,131.64,3990,35,0,18-24,蔬菜,300.0,否,是
10.94,5,一线,支付宝,会员折扣,0,54.7,1982,31,0,18-24,蔬菜,400.0,是,是
25.92,1,三线,银行卡,平台券,25,0.92,25,43,1,18-24,肉食,500.0,否,否
12.63,0,新一线,云闪付,会员折扣,0,0.0,4543,17,0,25-34,肉食,800.0,否,是
19.86,8,三线,银行卡,店铺券,2,156.88,9441,22,0,18-24,蔬菜,600.0,否,是
29.36,3,一线,云闪付,满减,5,83.08,4016,45,1,45-54,肉食,1000.0,是,是
49.65,8,二线,余额,满减,2,395.2,5119,33,1,18-24,肉食,600.0,否,否
48.51,4,新一线,余额,店铺券,9,185.04,5119,33,0,35-44,肉食,600.0,否,否
19.02,5,一线,银行卡,店铺券,20,75.1,84,38,0,45-54,肉食,800.0,是,否
17.83,6,新一线,微信,平台券,2,104.98,4608,31,0,45-54,肉食,800.0,是,是
33.13,9,一线,云闪付,会员折扣,2,296.17,6375,37,1,18-24,肉食,600.0,否,否
46.7,10,新一线,云闪付,会员折扣,18,449.0,6375,37,0,45-54,肉食,600.0,否,否
15.89,4,新一线,银行卡,店铺券,4,59.56,84,38,0,25-34,肉食,800.0,是,否
35.24,1,新一线,云闪付,满减,3,32.24,2590,41,0,25-34,肉食,800.0,是,否
19.68,1,新一线,微信,无,0,19.68,36,49,1,45-54,蔬菜,400.0,否,否
30.02,7,一线,云闪付,会员折扣,5,205.14,7642,31,1,25-34,蔬菜,1000.0,否,否
43.75,1,新一线,微信,平台券,8,35.75,4608,31,0,55+,肉食,800.0,是,是
48.43,4,新一线,云闪付,无,0,193.72,80,42,0,18-24,肉食,800.0,否,是
20.38,8,三线,微信,秒杀,12,151.04,3938,37,1,55+,蔬菜,400.0,否,是
27.48,8,三线,余额,会员折扣,2,217.84,2935,48,1,18-24,主食面汤,300.0,是,否
34.89,4,二线,支付宝,会员折扣,10,129.56,4971,38,0,25-34,肉食,800.0,否,否
30.86,0,三线,支付宝,满减,0,0.0,6714,46,1,45-54,肉食,400.0,是,是
49.09,0,二线,支付宝,会员折扣,0,0.0,5163,50,1,25-34,肉食,800.0,是,是
36.66,5,二线,余额,会员折扣,2,181.3,4716,39,1,18-24,主食面汤,800.0,否,否
24.28,0,一线,支付宝,满减,0,0.0,3290,32,0,18-24,肉食,300.0,否,否
47.05,9,一线,支付宝,店铺券,4,419.45,3290,32,0,45-54,肉食,300.0,否,否
35.37,4,二线,余额,秒杀,2,139.48,3942,32,1,25-34,肉食,1000.0,是,是
43.92,8,新一线,支付宝,平台券,5,346.36,3290,32,1,18-24,肉食,300.0,否,否
41.5,5,二线,支付宝,满减,78,129.5,7,34,0,35-44,豆制品,1000.0,是,是
20.04,7,新一线,支付宝,会员折扣,35,105.28,7,34,1,18-24,豆制品,1000.0,是,是
24.34,4,新一线,余额,会员折扣,3,94.36,4716,39,1,18-24,主食面汤,800.0,否,否
46.73,8,新一线,支付宝,秒杀,49,324.84,7,34,1,18-24,豆制品,1000.0,是,是
41.21,10,一线,云闪付,店铺券,8,404.1,6743,45,1,25-34,主食面汤,400.0,是,否
29.9,4,二线,云闪付,平台券,34,85.6,51,33,0,55+,主食面汤,400.0,否,否
18.19,2,新一线,云闪付,无,0,36.38,2885,40,1,25-34,肉食,300.0,否,是
44.2,7,新一线,银行卡,无,0,309.4,3945,32,0,25-34,肉食,1000.0,是,否
18.28,7,新一线,支付宝,会员折扣,2,125.96,2561,38,0,45-54,肉食,400.0,是,否
30.28,4,新一线,余额,平台券,2,119.12,5475,30,1,45-54,肉食,500.0,否,否
10.0,7,新一线,支付宝,无,0,70.0,2561,38,1,45-54,肉食,400.0,是,否
26.66,5,新一线,支付宝,满减,5,128.3,2561,38,0,25-34,肉食,400.0,是,否
39.17,5,三线,云闪付,满减,8,187.85,7792,48,0,18-24,肉食,1000.0,否,否
18.97,2,三线,余额,无,0,37.94,1789,41,1,18-24,肉食,1000.0,是,是
17.26,3,一线,支付宝,秒杀,32,19.78,90,35,0,18-24,主食面汤,1000.0,否,否
25.73,4,新一线,余额,满减,4,98.92,2680,37,1,45-54,蔬菜,1000.0,否,否
31.78,3,新一线,银行卡,会员折扣,4,91.34,7548,38,0,18-24,豆制品,400.0,否,是
30.55,8,一线,支付宝,会员折扣,3,241.4,1872,32,1,25-34,肉食,400.0,是,否
37.89,7,三线,余额,满减,13,252.23,8170,48,1,25-34,肉食,1000.0,否,否
46.84,2,三线,支付宝,满减,4,89.68,1872,32,1,18-24,肉食,400.0,是,否
49.14,1,一线,支付宝,无,0,49.14,1872,32,0,55+,肉食,400.0,是,否
16.52,5,新一线,支付宝,无,0,82.6,1501,41,1,35-44,肉食,1000.0,否,否
48.81,1,三线,支付宝,满减,21,27.81,1501,41,1,25-34,肉食,1000.0,否,否
19.4,2,一线,支付宝,会员折扣,6,32.8,1501,41,1,45-54,肉食,1000.0,否,否
44.61,8,新一线,支付宝,无,0,356.88,2561,38,1,25-34,肉食,400.0,是,否
41.87,4,三线,微信,秒杀,0,167.48,4608,31,0,35-44,肉食,800.0,是,是
20.02,3,三线,余额,无,0,60.06,2680,37,1,45-54,蔬菜,1000.0,否,否
21.51,5,新一线,云闪付,平台券,3,104.55,7792,48,0,35-44,肉食,1000.0,否,否
39.31,10,新一线,云闪付,满减,60,333.1,51,33,0,35-44,主食面汤,400.0,否,否
24.96,10,新一线,银行卡,满减,0,249.6,84,38,0,18-24,肉食,800.0,是,否
35.67,0,一线,微信,秒杀,0,0.0,3938,37,1,25-34,蔬菜,400.0,否,是
12.7,2,三线,支付宝,会员折扣,5,20.4,5163,50,1,18-24,肉食,800.0,是,是
18.21,7,三线,支付宝,会员折扣,10,117.47,6799,39,0,18-24,豆制品,1000.0,否,否
10.6,8,一线,支付宝,秒杀,1,83.8,4528,50,1,35-44,主食面汤,500.0,是,否
47.87,6,新一线,银行卡,秒杀,8,279.22,5955,31,0,35-44,蔬菜,500.0,否,是
14.24,0,新一线,云闪付,满减,0,0.0,9911,36,1,25-34,肉食,400.0,否,是
18.11,4,新一线,支付宝,秒杀,4,68.44,6920,18,0,18-24,肉食,500.0,是,否
10.62,0,二线,支付宝,平台券,0,0.0,1260,32,1,55+,肉食,300.0,否,否
36.9,7,三线,银行卡,平台券,22,236.3,4530,37,0,25-34,主食面汤,300.0,否,否
39.94,8,一线,支付宝,无,0,319.52,2640,47,1,35-44,肉食,300.0,否,是
19.68,8,二线,云闪付,店铺券,4,153.44,5305,39,1,18-24,肉食,500.0,是,否
39.55,3,新一线,支付宝,平台券,3,115.65,2800,39,0,25-34,肉食,400.0,否,否
10.55,5,新一线,支付宝,满减,1,51.75,4528,50,1,35-44,主食面汤,500.0,是,否
34.27,8,一线,支付宝,秒杀,0,274.16,6920,18,0,45-54,肉食,500.0,是,否
36.91,0,二线,云闪付,会员折扣,0,0.0,14,42,0,35-44,肉食,200.0,否,是
48.06,6,三线,支付宝,无,0,288.36,1872,32,0,45-54,肉食,400.0,是,否
24.74,7,新一线,银行卡,满减,11,162.18,4530,37,0,45-54,主食面汤,300.0,否,否
36.66,3,新一线,支付宝,满减,36,73.98,23,31,1,55+,豆制品,800.0,是,否
41.5,7,新一线,支付宝,平台券,59,231.5,9,17,0,55+,肉食,300.0,否,是
12.56,9,新一线,微信,会员折扣,1,112.04,5738,34,0,35-44,蔬菜,200.0,否,否
21.7,4,新一线,支付宝,会员折扣,5,81.8,23,31,1,25-34,豆制品,800.0,是,否
30.11,10,新一线,余额,满减,1,300.1,6916,43,1,18-24,肉食,1000.0,否,否
47.08,8,三线,支付宝,店铺券,4,372.64,6017,43,1,45-54,肉食,200.0,是,是
14.22,7,一线,银行卡,会员折扣,1,98.54,3706,40,1,18-24,肉食,400.0,否,否
26.39,0,新一线,银行卡,满减,0,0.0,7089,38,1,45-54,蔬菜,200.0,否,是
20.41,0,三线,支付宝,无,0,0.0,9724,41,1,18-24,肉食,400.0,是,是
12.82,2,一线,银行卡,秒杀,1,24.64,9802,15,0,25-34,肉食,1000.0,否,是
36.57,6,新一线,支付宝,满减,17,202.42,1501,41,1,18-24,肉食,1000.0,否,否
21.57,2,一线,银行卡,满减,0,43.14,7985,39,0,25-34,肉食,500.0,否,是
46.55,6,新一线,云闪付,无,0,279.3,5231,47,1,18-24,肉食,800.0,否,否
48.11,9,新一线,银行卡,秒杀,2,430.99,3214,30,1,35-44,肉食,600.0,否,否
23.07,4,新一线,银行卡,无,0,92.28,8583,37,1,45-54,豆制品,200.0,是,否
45.05,6,新一线,余额,秒杀,5,265.3,4716,39,1,45-54,主食面汤,800.0,否,否
14.1,6,新一线,余额,无,0,84.6,7556,50,1,25-34,肉食,1000.0,否,否
37.08,3,新一线,银行卡,满减,34,77.24,60,32,0,25-34,肉食,800.0,否,否
36.95,3,新一线,余额,秒杀,4,106.85,8327,42,1,18-24,蔬菜,1000.0,是,否
17.17,0,三线,微信,无,0,0.0,87,40,1,18-24,肉食,800.0,是,否
37.76,0,三线,微信,店铺券,0,0.0,72,32,0,45-54,肉食,200.0,否,是
30.6,9,三线,支付宝,会员折扣,3,272.4,6017,43,1,25-34,肉食,200.0,是,是
13.34,2,新一线,银行卡,满减,6,20.68,4971,48,0,18-24,蔬菜,500.0,否,否
10.77,10,新一线,云闪付,秒杀,2,105.7,4925,47,1,18-24,肉食,800.0,是,否
16.63,9,新一线,云闪付,平台券,3,146.67,8261,33,0,45-54,肉食,1000.0,否,否
18.89,8,一线,微信,平台券,7,144.12,87,40,1,45-54,肉食,800.0,是,否
12.31,5,三线,云闪付,平台券,0,61.55,2772,39,0,55+,豆制品,200.0,否,是
32.28,7,二线,云闪付,无,0,225.96,80,42,0,18-24,肉食,800.0,否,是
30.0,6,三线,银行卡,满减,4,176.0,5662,10,0,25-34,蔬菜,1000.0,是,是
44.82,4,三线,余额,无,0,179.28,5853,30,1,45-54,蔬菜,200.0,否,是
35.26,4,三线,支付宝,平台券,34,107.04,9,17,0,18-24,肉食,300.0,否,是
23.49,8,新一线,余额,会员折扣,2,185.92,1943,14,0,45-54,主食面汤,200.0,是,是
25.67,10,一线,银行卡,满减,1,255.7,1310,36,1,45-54,肉食,200.0,否,否
45.83,1,新一线,支付宝,无,0,45.83,6,35,0,25-34,主食面汤,500.0,是,否
26.77,6,二线,云闪付,会员折扣,11,149.62,4543,17,0,45-54,肉食,800.0,否,是
12.76,5,新一线,支付宝,无,0,63.8,9,17,0,25-34,肉食,300.0,否,是
37.55,2,新一线,支付宝,店铺券,6,69.1,4528,50,1,35-44,主食面汤,500.0,是,否
20.13,8,三线,银行卡,平台券,1,160.04,2115,33,1,18-24,肉食,200.0,否,是
43.44,9,三线,银行卡,会员折扣,6,384.96,9802,15,0,45-54,肉食,1000.0,否,是
42.86,10,三线,支付宝,平台券,22,406.6,23,31,1,18-24,豆制品,800.0,是,否
43.73,8,一线,微信,平台券,9,340.84,7981,31,0,18-24,蔬菜,1000.0,否,否
23.35,3,二线,余额,平台券,2,68.05,7214,32,1,18-24,肉食,600.0,是,是
13.03,6,新一线,云闪付,无,0,78.18,84,41,1,18-24,主食面汤,300.0,否,是
31.67,9,新一线,云闪付,会员折扣,0,285.03,3262,35,0,45-54,主食面汤,200.0,否,否
24.9,7,一线,银行卡,会员折扣,5,169.3,7548,38,0,55+,豆制品,400.0,否,是
24.78,0,二线,支付宝,会员折扣,0,0.0,2561,38,0,25-34,肉食,400.0,是,否
18.71,7,一线,微信,平台券,2,128.97,1022,46,1,25-34,肉食,400.0,是,否
10.21,10,新一线,云闪付,店铺券,3,99.1,8014,34,0,18-24,肉食,500.0,否,否
12.66,5,新一线,支付宝,会员折扣,1,62.3,9724,41,1,45-54,肉食,400.0,是,是
33.35,10,二线,微信,满减,6,327.5,9869,30,1,25-34,肉食,1000.0,否,是
40.07,2,三线,支付宝,无,0,80.14,3060,43,1,25-34,肉食,500.0,否,否
30.72,5,三线,支付宝,无,0,153.6,1982,31,0,55+,蔬菜,400.0,是,是
34.82,9,一线,微信,秒杀,4,309.38,9241,47,1,35-44,肉食,600.0,否,否
40.35,6,一线,支付宝,无,0,242.1,5606,30,0,25-34,蔬菜,200.0,否,否
18.6,8,三线,支付宝,满减,34,114.8,9,17,0,18-24,肉食,300.0,否,是
17.52,4,二线,支付宝,会员折扣,0,70.08,5468,39,1,35-44,肉食,300.0,否,否
47.56,4,一线,余额,满减,9,181.24,8327,42,1,35-44,蔬菜,1000.0,是,否
37.79,2,新一线,余额,秒杀,4,71.58,5119,33,0,35-44,肉食,600.0,否,否
33.81,7,二线,微信,会员折扣,3,233.67,9000,31,1,25-34,肉食,1000.0,否,是
36.48,1,新一线,支付宝,无,0,36.48,23,31,1,25-34,豆制品,800.0,是,否
17.51,0,新一线,支付宝,无,0,0.0,5468,39,1,45-54,肉食,300.0,否,否
37.96,1,一线,微信,无,0,37.96,87,40,1,45-54,肉食,800.0,是,否
24.73,7,二线,余额,会员折扣,0,173.11,7214,32,0,35-44,肉食,600.0,是,是
19.74,4,三线,支付宝,无,0,78.96,8241,13,0,18-24,肉食,300.0,是,否
22.92,4,新一线,支付宝,秒杀,0,91.68,2800,39,0,35-44,肉食,400.0,否,否
45.92,0,一线,余额,平台券,0,0.0,7556,50,1,35-44,肉食,1000.0,否,否
23.01,3,二线,银行卡,无,0,69.03,60,32,0,25-34,肉食,800.0,否,否
46.04,5,三线,微信,无,0,230.2,3990,35,0,35-44,蔬菜,300.0,否,是
42.27,6,新一线,支付宝,会员折扣,6,247.62,4542,41,1,25-34,主食面汤,200.0,是,是
49.91,0,一线,余额,会员折扣,0,0.0,22,32,1,45-54,豆制品,600.0,是,否
24.42,0,新一线,云闪付,无,0,0.0,5962,34,0,18-24,蔬菜,200.0,是,是
22.51,9,三线,支付宝,无,0,202.59,4528,50,1,45-54,主食面汤,500.0,是,否
36.17,3,新一线,支付宝,无,0,108.51,23,31,1,25-34,豆制品,800.0,是,否
19.28,5,三线,余额,店铺券,3,93.4,4716,39,1,18-24,主食面汤,800.0,否,否
40.49,5,新一线,银行卡,会员折扣,54,148.45,25,43,1,35-44,肉食,500.0,否,否
19.16,1,二线,云闪付,无,0,19.16,4789,34,1,18-24,肉食,300.0,是,是
33.87,2,新一线,支付宝,满减,5,62.74,6088,44,0,45-54,蔬菜,400.0,否,否
35.98,0,新一线,支付宝,会员折扣,0,0.0,3290,32,1,18-24,肉食,300.0,否,否
42.18,0,新一线,云闪付,满减,0,0.0,9911,36,1,45-54,肉食,400.0,否,是
38.6,0,新一线,余额,满减,0,0.0,2680,37,1,25-34,蔬菜,1000.0,否,否
12.13,2,二线,余额,满减,1,23.26,7556,50,1,25-34,肉食,1000.0,否,否
47.67,6,新一线,支付宝,平台券,40,246.02,9,17,0,25-34,肉食,300.0,否,是
37.64,5,一线,云闪付,无,0,188.2,2885,40,1,25-34,肉食,300.0,否,是
35.95,2,新一线,银行卡,会员折扣,18,53.9,84,38,0,45-54,肉食,800.0,是,否
16.25,9,新一线,云闪付,会员折扣,2,144.25,7642,31,1,18-24,蔬菜,1000.0,否,否
35.44,9,新一线,微信,秒杀,18,300.96,87,40,1,18-24,肉食,800.0,是,否
43.49,7,三线,支付宝,会员折扣,4,300.43,2546,32,1,25-34,肉食,800.0,否,是
41.16,2,二线,余额,满减,5,77.32,5475,30,1,18-24,肉食,500.0,否,否
37.99,7,新一线,余额,会员折扣,3,262.93,8759,34,0,45-54,肉食,500.0,否,是
43.53,9,一线,余额,无,0,391.77,7556,50,1,18-24,肉食,1000.0,否,否
26.08,2,三线,支付宝,秒杀,5,47.16,8057,48,1,18-24,肉食,400.0,否,是
16.15,0,一线,支付宝,平台券,0,0.0,37,38,1,45-54,肉食,800.0,否,是
32.9,3,一线,支付宝,秒杀,0,98.7,3673,43,1,45-54,肉食,200.0,否,是
12.08,7,新一线,支付宝,满减,2,82.56,6017,43,0,35-44,肉食,200.0,是,是
39.5,5,新一线,支付宝,秒杀,11,186.5,2249,43,1,35-44,肉食,1000.0,否,否
34.91,2,二线,银行卡,秒杀,19,50.82,1541,25,1,18-24,蔬菜,200.0,否,是
43.9,1,新一线,银行卡,店铺券,3,40.9,9802,15,0,18-24,肉食,1000.0,否,是
15.89,6,一线,支付宝,满减,3,92.34,6017,43,1,35-44,肉食,200.0,是,是
20.26,2,三线,支付宝,满减,2,38.52,8057,48,1,35-44,肉食,400.0,否,是
24.21,4,三线,支付宝,会员折扣,19,77.84,55,24,1,25-34,肉食,200.0,否,否
36.96,2,一线,支付宝,无,0,73.92,2561,38,1,55+,肉食,400.0,是,否
12.5,8,一线,余额,店铺券,6,94.0,77,45,1,35-44,蔬菜,400.0,是,否
13.29,3,新一线,云闪付,店铺券,2,37.87,51,33,0,18-24,主食面汤,400.0,否,否
44.49,8,新一线,云闪付,秒杀,76,279.92,14,42,1,18-24,肉食,200.0,否,是
43.6,0,三线,云闪付,会员折扣,0,0.0,5548,44,1,25-34,肉食,1000.0,否,是
24.46,7,三线,支付宝,满减,7,164.22,61,47,0,25-34,豆制品,400.0,否,是
33.17,10,三线,云闪付,无,0,331.7,42,35,0,25-34,豆制品,500.0,是,是
35.79,3,新一线,银行卡,无,0,107.37,2982,30,1,18-24,肉食,400.0,是,否
24.89,2,新一线,银行卡,店铺券,1,48.78,3097,38,1,18-24,蔬菜,400.0,否,否
21.15,2,一线,支付宝,会员折扣,15,27.3,27,30,1,18-24,肉食,1000.0,是,否
17.31,0,一线,云闪付,会员折扣,0,0.0,3808,37,0,18-24,肉食,300.0,否,否
41.91,6,三线,支付宝,会员折扣,11,240.46,7,34,1,25-34,豆制品,1000.0,是,是
43.8,4,一线,支付宝,会员折扣,11,164.2,1501,41,1,25-34,肉食,1000.0,否,否
41.84,10,三线,余额,会员折扣,0,418.4,6916,43,1,25-34,肉食,1000.0,否,否
17.0,4,新一线,支付宝,满减,0,68.0,3145,44,1,35-44,蔬菜,500.0,否,否
24.05,0,一线,微信,满减,0,0.0,8987,30,0,25-34,豆制品,300.0,否,否
29.45,5,二线,余额,无,0,147.25,48,48,1,18-24,肉食,1000.0,否,是
19.53,2,二线,云闪付,秒杀,4,35.06,5305,39,1,25-34,肉食,500.0,是,否
28.72,6,三线,银行卡,平台券,4,168.32,7985,39,0,45-54,肉食,500.0,否,是
29.49,3,三线,支付宝,会员折扣,42,46.47,20,48,1,25-34,肉食,300.0,是,是
16.83,7,新一线,微信,秒杀,4,113.81,7981,31,0,18-24,蔬菜,1000.0,否,否
11.22,5,一线,支付宝,秒杀,9,47.1,27,30,0,45-54,肉食,1000.0,是,否
34.61,1,三线,银行卡,平台券,4,30.61,6367,47,1,18-24,肉食,800.0,否,是
12.01,6,新一线,余额,秒杀,3,69.06,1789,41,1,18-24,肉食,1000.0,是,是
32.05,1,一线,余额,秒杀,9,23.05,4018,32,0,45-54,肉食,200.0,否,是
43.57,5,一线,微信,平台券,4,213.85,8090,43,1,18-24,蔬菜,500.0,否,否
27.96,5,新一线,微信,会员折扣,10,129.8,7663,39,1,45-54,肉食,500.0,否,是
14.46,4,新一线,支付宝,无,0,57.84,9,17,0,25-34,肉食,300.0,否,是
16.94,8,一线,余额,满减,3,132.52,1379,38,0,35-44,肉食,1000.0,否,是
42.06,5,一线,云闪付,平台券,11,199.3,6843,32,0,45-54,肉食,800.0,否,是
10.77,0,新一线,余额,会员折扣,0,0.0,2897,43,1,25-34,肉食,500.0,是,否
43.07,3,新一线,支付宝,无,0,129.21,3727,38,1,45-54,肉食,800.0,否,否
41.01,2,新一线,支付宝,平台券,6,76.02,6295,49,1,18-24,豆制品,500.0,否,是
47.33,3,一线,支付宝,秒杀,2,139.99,4646,14,1,45-54,肉食,1000.0,否,否
34.46,10,二线,余额,店铺券,20,324.6,4242,46,1,35-44,豆制品,400.0,否,是
34.91,5,一线,微信,会员折扣,1,173.55,8987,30,0,25-34,豆制品,300.0,否,否
23.6,10,新一线,银行卡,会员折扣,3,233.0,5955,31,0,18-24,蔬菜,500.0,否,是
23.74,5,新一线,银行卡,会员折扣,7,111.7,8583,37,1,45-54,豆制品,200.0,是,否
47.42,4,二线,银行卡,秒杀,6,183.68,1235,37,0,25-34,肉食,800.0,是,是
33.81,8,新一线,支付宝,满减,4,266.48,5163,50,1,25-34,肉食,800.0,是,是
